U n e m p l o y m e n t   U N R A T E,R e a l   G D P   G D P C 1,I n f l a t i o n   C O R E S T I C K M 1 5 9 S F R B A T L,1 0 - 3   Y i e l d   C u r v e   T 1 0 Y 3 M
,,,2.63
,,,2.67
,,,2.59
,,,2.53
,,,2.59
,,,2.61
,,,2.59
,,,2.55
,,,2.44
,,,2.4
,,,2.4
,,,2.47
,,,2.38
,,,2.32
,,,2.36
,,,2.37
9.4,16960.864,0.6723344,2.38
,,,2.37
,,,2.38
,,,2.28
,,,2.28
,,,2.29
,,,
,,,2.31
,,,2.33
,,,2.38
,,,2.45
,,,2.37
,,,2.36
,,,2.37
,,,2.44
,,,2.46
,,,2.45
,,,2.53
,,,2.61
,,,2.56
,,,2.51
9.8,,0.8233069,2.53
,,,2.5
,,,2.54
,,,2.4
,,,2.45
,,,2.47
,,,2.59
,,,2.52
,,,
,,,2.63
,,,2.78
,,,2.7
,,,2.75
,,,2.75
,,,2.74
,,,2.65
,,,2.62
,,,2.77
,,,
,,,2.71
,,,2.66
,,,2.64
9.3,,0.8307821,2.81
,,,2.85
,,,2.89
,,,2.8
,,,3.01
,,,3.11
,,,3.09
,,,3.19
,,,3.14
,,,3.34
,,,3.39
,,,3.34
,,,3.22
,,,3.22
,,,3.21
,,,3.22
,,,3.27
,,,
,,,3.19
,,,3.35
,,,3.22
,,,3.26
,,,3.18
9.1,16920.632,0.9539952,
,,,3.21
,,,3.22
,,,3.36
,,,3.29
,,,3.2
,,,3.17
,,,3.22
,,,3.25
,,,3.19
,,,3.2
,,,
,,,3.23
,,,3.21
,,,3.31
,,,3.28
,,,3.27
,,,3.19
,,,3.29
,,,3.27
,,,3.21
,,,3.27
9.0,,1.117829,3.33
,,,3.36
,,,3.44
,,,3.53
,,,3.52
,,,3.6
,,,3.51
,,,3.58
,,,3.52
,,,3.49
,,,3.48
,,,3.5
,,,3.49
,,,3.49
,,,
,,,3.34
,,,3.37
,,,3.33
,,,3.29
,,,3.27
9.0,,1.179972,3.27
,,,3.33
,,,3.45
,,,3.37
,,,3.4
,,,3.45
,,,3.38
,,,3.29
,,,3.32
,,,3.27
,,,3.23
,,,3.12
,,,3.17
,,,3.21
,,,3.24
,,,3.24
,,,3.27
,,,3.33
,,,3.37
,,,3.36
,,,3.4
,,,3.37
,,,3.38
9.1,17035.114,1.210295,3.39
,,,3.39
,,,3.43
,,,3.5
,,,3.54
,,,3.55
,,,3.54
,,,3.47
,,,3.43
,,,3.44
,,,3.36
,,,3.33
,,,3.33
,,,3.37
,,,3.36
,,,
,,,3.32
,,,3.27
,,,3.33
,,,3.3
,,,3.28
9.0,,1.256079,
,,,3.26
,,,3.25
,,,3.22
,,,3.16
,,,3.17
,,,3.14
,,,3.2
,,,3.16
,,,3.2
,,,3.15
,,,3.11
,,,3.08
,,,3.13
,,,3.12
,,,3.1
,,,3.07
,,,3.06
,,,3.07
,,,3.02
,,,3.02
,,,
,,,2.99
9.1,,1.29395,2.91
,,,3.0
,,,2.95
,,,2.96
,,,2.96
,,,2.94
,,,2.96
,,,2.94
,,,2.95
,,,3.06
,,,2.93
,,,2.88
,,,2.9
,,,2.94
,,,2.96
,,,2.99
,,,2.92
,,,2.86
,,,2.93
,,,3.02
,,,3.12
,,,3.15
9.0,17031.313,1.41844,3.2
,,,
,,,3.14
,,,3.11
,,,3.14
,,,3.0
,,,2.91
,,,2.89
,,,2.91
,,,2.97
,,,2.92
,,,2.92
,,,2.88
,,,2.94
,,,2.98
,,,2.94
,,,2.98
,,,2.92
,,,2.93
,,,2.91
,,,2.72
9.0,,1.651442,2.67
,,,2.6
,,,2.62
,,,2.45
,,,2.57
,,,2.35
,,,2.17
,,,2.15
,,,2.31
,,,2.22
,,,2.27
,,,2.2
,,,2.16
,,,2.07
,,,2.05
,,,2.09
,,,2.14
,,,2.27
,,,2.22
,,,2.18
,,,2.26
,,,2.18
,,,2.21
9.0,,1.721515,2.13
,,,2.0
,,,
,,,1.96
,,,2.03
,,,1.98
,,,1.92
,,,1.93
,,,1.99
,,,2.02
,,,2.08
,,,2.07
,,,1.96
,,,1.94
,,,1.87
,,,1.72
,,,1.83
,,,1.89
,,,1.99
,,,2.01
,,,1.97
,,,1.9
8.8,17222.583,1.835844,
,,,1.78
,,,1.8
,,,1.92
,,,2.0
,,,2.09
,,,
,,,2.16
,,,2.22
,,,2.17
,,,2.24
,,,2.14
,,,2.15
,,,2.15
,,,2.17
,,,2.21
,,,2.23
,,,2.13
,,,2.21
,,,2.4
,,,2.33
,,,2.16
8.6,,1.835434,2.0
,,,2.02
,,,2.08
,,,2.05
,,,2.03
,,,2.09
,,,1.99
,,,2.03
,,,
,,,2.03
,,,2.05
,,,2.0
,,,1.94
,,,2.0
,,,1.95
,,,1.92
,,,1.87
,,,
,,,1.95
,,,1.94
,,,1.98
,,,2.07
8.5,,2.045078,2.1
,,,2.03
,,,2.03
,,,2.07
,,,2.0
,,,1.98
,,,2.06
,,,2.02
,,,1.95
,,,1.91
,,,1.92
,,,1.86
,,,1.81
,,,1.93
,,,1.97
,,,1.96
,,,2.02
,,,
,,,2.0
,,,1.92
,,,1.89
,,,1.87
8.3,17367.01,2.113351,
,,,
,,,1.95
,,,1.98
,,,2.0
,,,1.96
,,,1.97
,,,1.98
,,,1.91
,,,1.91
,,,1.86
,,,
,,,1.84
,,,1.89
,,,1.96
,,,2.0
,,,2.05
,,,2.04
,,,1.97
,,,1.91
,,,1.87
,,,1.82
,,,1.77
8.3,,2.01608,1.81
,,,1.78
,,,1.89
,,,1.85
,,,1.92
,,,1.92
,,,1.95
,,,1.87
,,,1.88
,,,1.8
,,,1.82
,,,1.89
,,,1.92
,,,
,,,1.97
,,,1.92
,,,1.9
,,,1.88
,,,1.8
,,,1.84
,,,1.9
8.2,,2.122799,1.95
,,,1.92
,,,1.92
,,,1.88
,,,1.9
,,,1.95
,,,1.95
,,,1.95
,,,2.06
,,,2.2
,,,2.21
,,,2.22
,,,2.29
,,,2.28
,,,2.22
,,,2.21
,,,2.17
,,,2.17
,,,2.11
,,,2.12
,,,2.11
,,,2.16
8.2,17444.525,2.191796,
,,,2.14
,,,2.22
,,,2.17
,,,2.11
,,,2.0
,,,1.97
,,,1.92
,,,1.96
,,,1.99
,,,1.93
,,,1.92
,,,1.95
,,,1.93
,,,1.91
,,,1.91
,,,1.88
,,,1.91
,,,1.92
,,,1.89
,,,1.87
,,,1.85
8.2,,2.188203,1.89
,,,1.88
,,,1.87
,,,1.84
,,,1.82
,,,1.79
,,,1.78
,,,1.79
,,,1.74
,,,1.68
,,,1.67
,,,1.66
,,,1.6
,,,1.63
,,,1.66
,,,1.7
,,,1.64
,,,1.67
,,,1.66
,,,
,,,1.65
,,,1.56
,,,1.52
8.2,,2.238927,1.4
,,,1.45
,,,1.49
,,,1.57
,,,1.57
,,,1.56
,,,1.51
,,,1.57
,,,1.51
,,,1.53
,,,1.51
,,,1.49
,,,1.55
,,,1.56
,,,1.54
,,,1.6
,,,1.53
,,,1.56
,,,1.56
,,,1.51
,,,1.58
8.2,17469.65,2.260479,
,,,1.51
,,,1.56
,,,
,,,1.54
,,,1.49
,,,1.44
,,,1.44
,,,1.44
,,,1.4
,,,1.42
,,,1.4
,,,1.43
,,,1.43
,,,1.45
,,,1.4
,,,1.37
,,,1.34
,,,1.33
,,,1.34
,,,1.47
,,,1.42
,,,1.4
8.1,,2.17107,1.46
,,,1.42
,,,1.51
,,,1.49
,,,1.55
,,,1.57
,,,1.58
,,,1.55
,,,1.54
,,,1.62
,,,1.71
,,,1.74
,,,1.72
,,,1.71
,,,1.69
,,,1.6
,,,1.57
,,,1.58
,,,1.54
,,,1.54
,,,1.54
,,,1.53
,,,1.48
7.8,,2.219253,
,,,
,,,1.49
,,,1.49
,,,1.57
,,,1.56
,,,1.58
,,,1.6
,,,1.67
,,,1.65
,,,1.77
,,,1.74
,,,1.72
,,,1.68
,,,1.69
,,,1.66
,,,1.63
,,,1.59
,,,1.53
,,,1.57
,,,1.55
7.8,17489.852,2.206525,1.55
,,,1.55
,,,1.55
,,,1.6
,,,1.64
,,,
,,,1.64
,,,1.62
,,,1.6
,,,1.58
,,,1.59
,,,1.66
,,,1.72
,,,1.76
,,,1.69
,,,1.73
,,,1.68
,,,1.69
,,,1.75
,,,1.66
,,,1.6
,,,
,,,1.61
7.7,,2.195661,1.66
,,,1.66
,,,1.61
,,,1.68
,,,1.58
,,,1.52
,,,1.52
,,,
,,,1.48
,,,1.49
,,,1.5
,,,1.52
,,,1.52
,,,1.58
,,,1.59
,,,
,,,1.6
,,,1.56
,,,1.54
,,,1.53
,,,1.53
,,,1.54
7.9,,2.107127,
,,,1.53
,,,1.52
,,,1.5
,,,1.49
,,,1.55
,,,1.54
,,,1.58
,,,1.65
,,,1.68
,,,1.68
,,,1.73
,,,1.78
,,,1.77
,,,1.75
,,,1.71
,,,1.73
,,,
,,,1.68
,,,1.66
,,,1.72
,,,1.73
8.0,17662.4,2.065935,
,,,1.78
,,,1.84
,,,1.86
,,,1.85
,,,1.82
,,,1.82
,,,1.85
,,,1.82
,,,1.81
,,,1.77
,,,1.76
,,,1.82
,,,1.79
,,,
,,,1.78
,,,1.78
,,,1.8
,,,1.9
,,,1.93
,,,1.96
,,,1.96
,,,1.95
7.7,,2.143683,1.98
,,,1.93
,,,1.97
,,,1.93
,,,1.92
,,,1.92
,,,1.9
,,,1.93
,,,1.95
,,,1.89
,,,1.91
,,,
,,,1.91
,,,1.9
,,,1.86
,,,1.84
,,,1.76
,,,1.74
,,,1.8
,,,1.78
7.5,,2.096923,1.75
,,,1.77
,,,1.82
,,,1.85
,,,1.9
,,,1.96
,,,1.97
,,,1.93
,,,1.95
,,,1.94
,,,1.92
,,,1.89
,,,1.85
,,,1.89
,,,1.88
,,,1.86
,,,1.85
,,,1.85
,,,1.78
,,,1.8
,,,
7.6,17709.671,1.932255,1.78
,,,1.81
,,,1.77
,,,1.71
,,,1.65
,,,1.69
,,,1.72
,,,1.77
,,,1.75
,,,1.69
,,,1.66
,,,1.69
,,,1.67
,,,1.67
,,,1.68
,,,1.67
,,,1.69
,,,1.67
,,,1.69
,,,1.65
,,,1.65
,,,1.65
7.5,,1.905048,1.6
,,,1.61
,,,1.73
,,,1.76
,,,1.78
,,,1.77
,,,1.77
,,,1.86
,,,1.87
,,,1.91
,,,1.9
,,,1.84
,,,1.91
,,,1.92
,,,1.9
,,,1.99
,,,1.97
,,,1.97
,,,
,,,2.1
,,,2.08
,,,2.09
,,,2.12
7.5,,1.874046,
,,,2.08
,,,2.1
,,,2.05
,,,2.03
,,,2.13
,,,2.17
,,,2.15
,,,2.2
,,,2.14
,,,2.09
,,,2.14
,,,2.15
,,,2.28
,,,2.36
,,,2.47
,,,2.51
,,,2.54
,,,2.49
,,,2.43
,,,2.48
7.3,17860.45,1.865294,2.46
,,,2.45
,,,2.47
,,,
,,,2.69
,,,2.6
,,,2.61
,,,2.66
,,,2.56
,,,2.57
,,,2.53
,,,2.52
,,,2.49
,,,2.53
,,,2.47
,,,2.46
,,,2.51
,,,2.58
,,,2.59
,,,2.55
,,,2.58
,,,2.59
,,,2.56
7.2,,1.911745,2.7
,,,2.59
,,,2.62
,,,2.63
,,,2.56
,,,2.53
,,,2.52
,,,2.55
,,,2.65
,,,2.66
,,,2.72
,,,2.79
,,,2.82
,,,2.78
,,,2.83
,,,2.87
,,,2.79
,,,2.75
,,,2.67
,,,2.75
,,,2.73
,,,2.75
7.2,,1.888205,
,,,
,,,2.84
,,,2.88
,,,2.96
,,,2.92
,,,2.88
,,,2.94
,,,2.91
,,,2.91
,,,2.89
,,,2.86
,,,2.85
,,,2.68
,,,2.75
,,,2.74
,,,2.7
,,,2.65
,,,2.61
,,,2.66
,,,2.62
,,,2.62
7.2,18016.147,1.866698,2.64
,,,2.61
,,,2.59
,,,2.63
,,,2.62
,,,2.61
,,,2.63
,,,2.66
,,,2.62
,,,
,,,2.61
,,,2.59
,,,2.56
,,,2.56
,,,2.59
,,,2.5
,,,2.47
,,,2.5
,,,2.49
,,,2.5
,,,2.49
,,,2.51
,,,2.53
6.9,,1.890963,2.61
,,,2.58
,,,2.64
,,,2.62
,,,2.58
,,,2.71
,,,
,,,2.72
,,,2.67
,,,2.61
,,,2.63
,,,2.58
,,,2.63
,,,2.72
,,,2.72
,,,2.68
,,,2.66
,,,2.64
,,,2.67
,,,
,,,2.69
6.7,,1.872378,
,,,2.76
,,,2.73
,,,2.78
,,,2.82
,,,2.82
,,,2.79
,,,2.74
,,,2.79
,,,2.82
,,,2.81
,,,2.82
,,,2.78
,,,2.82
,,,2.88
,,,2.82
,,,2.87
,,,2.92
,,,
,,,2.93
,,,2.95
,,,2.92
,,,2.97
6.6,17953.974,1.821944,
,,,2.93
,,,2.94
,,,2.93
,,,2.92
,,,2.96
,,,2.93
,,,2.83
,,,2.81
,,,2.84
,,,2.86
,,,2.82
,,,2.79
,,,
,,,2.81
,,,2.83
,,,2.75
,,,2.71
,,,2.73
,,,2.72
,,,2.65
,,,2.7
,,,2.65
6.7,,1.789204,
,,,2.56
,,,2.58
,,,2.63
,,,2.66
,,,2.63
,,,2.63
,,,2.7
,,,2.75
,,,2.7
,,,2.73
,,,
,,,2.66
,,,2.67
,,,2.71
,,,2.68
,,,2.7
,,,2.65
,,,2.62
,,,2.61
,,,2.61
6.7,,1.821445,
,,,2.55
,,,2.65
,,,2.64
,,,2.69
,,,2.74
,,,2.74
,,,2.72
,,,2.68
,,,2.61
,,,2.6
,,,2.64
,,,2.63
,,,2.72
,,,2.73
,,,2.69
,,,2.68
,,,2.7
,,,2.66
,,,2.65
,,,2.69
,,,2.68
6.2,18185.911,2.025724,2.73
,,,2.8
,,,2.78
,,,2.71
,,,2.68
,,,2.66
,,,2.67
,,,2.61
,,,2.59
,,,2.61
,,,2.6
,,,2.61
,,,2.7
,,,
,,,2.69
,,,2.7
,,,2.68
,,,2.69
,,,2.65
,,,2.67
,,,2.69
,,,2.64
6.3,,2.127518,2.6
,,,2.58
,,,2.6
,,,2.58
,,,2.59
,,,2.58
,,,2.59
,,,2.63
,,,2.58
,,,2.51
,,,2.47
,,,2.49
,,,2.51
,,,2.49
,,,2.5
,,,2.53
,,,2.5
,,,
,,,2.48
,,,2.4
,,,2.41
,,,2.44
6.1,,2.142724,
,,,2.5
,,,2.56
,,,2.57
,,,2.55
,,,2.56
,,,2.58
,,,2.6
,,,2.61
,,,2.54
,,,2.56
,,,2.57
,,,2.62
,,,2.58
,,,2.62
,,,2.61
,,,2.6
,,,2.56
,,,2.54
,,,2.49
,,,2.51
,,,2.49
6.2,18406.941,2.098319,2.56
,,,2.62
,,,2.64
,,,
,,,2.59
,,,2.55
,,,2.54
,,,2.53
,,,2.51
,,,2.52
,,,2.54
,,,2.53
,,,2.45
,,,2.48
,,,2.46
,,,2.45
,,,2.45
,,,2.49
,,,2.45
,,,2.46
,,,2.45
,,,2.53
,,,2.55
6.1,,1.959017,2.49
,,,2.47
,,,2.46
,,,2.46
,,,2.4
,,,2.41
,,,2.4
,,,2.43
,,,2.39
,,,2.36
,,,2.31
,,,2.36
,,,2.37
,,,2.39
,,,2.39
,,,2.37
,,,2.35
,,,2.36
,,,2.33
,,,2.31
,,,2.32
5.9,,1.95017,
,,,2.39
,,,2.38
,,,2.42
,,,2.43
,,,2.46
,,,2.48
,,,2.52
,,,2.52
,,,2.6
,,,2.58
,,,2.58
,,,2.6
,,,2.61
,,,2.57
,,,2.56
,,,2.53
,,,2.55
,,,2.51
,,,2.53
,,,2.48
,,,2.5
5.7,18500.031,2.001463,2.4
,,,2.43
,,,2.44
,,,2.41
,,,2.34
,,,2.34
,,,2.33
,,,2.3
,,,
,,,2.19
,,,2.13
,,,2.14
,,,2.2
,,,2.18
,,,2.21
,,,2.23
,,,2.28
,,,2.28
,,,2.25
,,,2.28
,,,2.31
,,,2.31
,,,2.34
5.8,,1.999147,
,,,2.34
,,,2.32
,,,2.33
,,,2.36
,,,2.29
,,,2.36
,,,
,,,2.35
,,,2.33
,,,2.3
,,,2.31
,,,2.3
,,,2.35
,,,2.32
,,,2.3
,,,2.28
,,,2.25
,,,2.22
,,,
,,,2.16
5.6,,1.961226,2.19
,,,2.25
,,,2.28
,,,2.23
,,,2.29
,,,2.23
,,,2.18
,,,2.15
,,,2.16
,,,2.08
,,,2.08
,,,2.04
,,,2.11
,,,2.18
,,,2.13
,,,2.12
,,,2.23
,,,2.26
,,,
,,,2.24
,,,2.19
,,,2.17
,,,2.13
5.7,18666.621,1.976365,
,,,2.1
,,,2.01
,,,1.94
,,,1.93
,,,2.0
,,,1.96
,,,1.89
,,,1.88
,,,1.82
,,,1.74
,,,1.8
,,,
,,,1.79
,,,1.84
,,,1.87
,,,1.79
,,,1.8
,,,1.81
,,,1.71
,,,1.74
,,,1.66
5.5,,1.972517,
,,,1.66
,,,1.77
,,,1.8
,,,1.81
,,,1.93
,,,1.95
,,,2.0
,,,1.99
,,,1.97
,,,2.01
,,,
,,,2.12
,,,2.05
,,,2.09
,,,2.11
,,,2.04
,,,1.97
,,,1.94
,,,2.0
,,,1.98
5.4,,1.989606,
,,,2.06
,,,2.1
,,,2.11
,,,2.09
,,,2.23
,,,2.18
,,,2.12
,,,2.08
,,,2.07
,,,2.1
,,,2.05
,,,2.01
,,,1.9
,,,1.95
,,,1.92
,,,1.89
,,,1.86
,,,1.89
,,,1.98
,,,1.91
,,,1.92
,,,1.91
5.4,18782.243,2.05371,1.84
,,,1.9
,,,1.83
,,,1.89
,,,1.87
,,,1.89
,,,1.94
,,,1.94
,,,1.91
,,,1.88
,,,1.89
,,,1.88
,,,1.86
,,,1.87
,,,1.89
,,,1.96
,,,1.93
,,,1.9
,,,1.92
,,,1.98
,,,2.05
,,,2.04
5.6,,2.056561,2.11
,,,2.14
,,,2.18
,,,2.23
,,,2.17
,,,2.15
,,,2.26
,,,2.25
,,,2.25
,,,2.22
,,,2.12
,,,2.21
,,,2.25
,,,2.24
,,,2.17
,,,2.19
,,,
,,,2.12
,,,2.13
,,,2.12
,,,2.11
5.3,,2.103732,2.17
,,,2.26
,,,2.36
,,,2.29
,,,2.38
,,,2.37
,,,2.4
,,,2.48
,,,2.38
,,,2.37
,,,2.34
,,,2.31
,,,2.31
,,,2.34
,,,2.25
,,,2.36
,,,2.41
,,,2.37
,,,2.39
,,,2.48
,,,2.31
,,,2.34
5.2,18857.418,2.130475,2.42
,,,2.39
,,,
,,,2.28
,,,2.25
,,,2.2
,,,2.29
,,,2.41
,,,2.42
,,,2.4
,,,2.34
,,,2.34
,,,2.31
,,,2.34
,,,2.32
,,,2.29
,,,2.25
,,,2.23
,,,2.18
,,,2.21
,,,2.23
,,,2.21
,,,2.12
5.1,,2.169207,
,,,2.08
,,,2.15
,,,2.2
,,,2.19
,,,2.12
,,,2.12
,,,2.05
,,,2.04
,,,2.09
,,,2.11
,,,2.06
,,,2.13
,,,2.07
,,,2.07
,,,2.02
,,,1.95
,,,2.05
,,,2.12
,,,2.12
,,,2.13
,,,2.13
5.0,,2.268536,2.14
,,,2.17
,,,2.16
,,,2.11
,,,
,,,2.14
,,,2.18
,,,2.21
,,,2.16
,,,2.11
,,,2.21
,,,2.24
,,,2.2
,,,2.13
,,,2.19
,,,2.14
,,,2.15
,,,2.12
,,,2.17
,,,2.09
,,,2.04
,,,2.06
5.0,18892.206,2.335492,2.05
,,,1.99
,,,2.06
,,,2.05
,,,2.08
,,,2.12
,,,2.11
,,,
,,,2.05
,,,1.99
,,,2.03
,,,2.03
,,,2.02
,,,2.06
,,,2.03
,,,2.04
,,,2.08
,,,2.05
,,,2.02
,,,2.06
,,,2.12
,,,2.08
5.1,,2.394625,
,,,2.12
,,,2.17
,,,2.2
,,,2.21
,,,2.26
,,,2.22
,,,2.19
,,,
,,,2.18
,,,2.14
,,,2.12
,,,2.11
,,,2.15
,,,2.13
,,,2.14
,,,2.11
,,,2.08
,,,2.04
,,,
,,,2.04
,,,1.99
5.0,,2.437497,1.94
,,,1.97
,,,2.12
,,,2.05
,,,1.94
,,,1.97
,,,1.96
,,,2.0
,,,1.9
,,,1.97
,,,2.03
,,,2.03
,,,2.01
,,,2.0
,,,1.96
,,,2.03
,,,2.07
,,,2.05
,,,
,,,2.01
,,,2.09
,,,2.1
,,,2.11
4.8,19001.69,2.460879,
,,,2.02
,,,2.05
,,,1.97
,,,1.96
,,,1.93
,,,1.96
,,,1.91
,,,1.86
,,,1.85
,,,1.79
,,,
,,,1.8
,,,1.75
,,,1.74
,,,1.76
,,,1.72
,,,1.7
,,,1.7
,,,1.65
,,,1.61
4.9,,2.538253,1.62
,,,1.53
,,,1.55
,,,1.58
,,,1.56
,,,1.43
,,,1.44
,,,1.4
,,,1.35
,,,1.44
,,,
,,,1.48
,,,1.51
,,,1.45
,,,1.45
,,,1.44
,,,1.42
,,,1.42
,,,1.39
,,,1.43
,,,1.41
5.0,,2.526214,1.5
,,,1.48
,,,1.55
,,,1.59
,,,1.59
,,,1.54
,,,1.6
,,,1.61
,,,1.65
,,,1.63
,,,1.63
,,,1.63
,,,1.62
,,,1.58
,,,1.61
,,,1.64
,,,1.58
,,,1.61
,,,
,,,1.6
,,,1.58
,,,1.63
,,,1.57
5.1,19062.709,2.53143,1.56
,,,1.55
,,,1.5
,,,1.53
,,,1.47
,,,1.49
,,,1.5
,,,1.57
,,,1.54
,,,1.58
,,,1.54
,,,1.56
,,,1.58
,,,1.62
,,,1.65
,,,1.66
,,,1.66
,,,1.7
,,,1.63
,,,1.62
,,,1.61
4.8,,2.565678,
,,,1.66
,,,1.6
,,,1.6
,,,1.56
,,,1.6
,,,1.53
,,,1.53
,,,1.47
,,,1.48
,,,1.42
,,,1.47
,,,1.48
,,,1.57
,,,1.54
,,,1.52
,,,1.49
,,,1.51
,,,1.54
,,,1.52
,,,1.53
,,,
,,,1.5
4.9,,2.563629,1.55
,,,1.52
,,,1.41
,,,1.45
,,,1.44
,,,1.47
,,,1.42
,,,1.38
,,,1.35
,,,1.35
,,,1.34
,,,1.3
,,,1.35
,,,1.39
,,,1.44
,,,1.42
,,,1.43
,,,1.3
,,,1.19
,,,1.2
,,,1.24
,,,1.23
4.8,19197.938,2.569655,1.18
,,,
,,,1.09
,,,1.11
,,,1.11
,,,1.09
,,,1.12
,,,1.24
,,,1.17
,,,1.21
,,,1.28
,,,1.27
,,,1.25
,,,1.27
,,,1.25
,,,1.24
,,,1.26
,,,1.26
,,,1.21
,,,1.27
,,,1.18
4.9,,2.716347,1.22
,,,1.26
,,,1.27
,,,1.25
,,,1.31
,,,1.28
,,,1.26
,,,1.22
,,,1.29
,,,1.22
,,,1.24
,,,1.3
,,,1.26
,,,1.23
,,,1.28
,,,1.26
,,,1.25
,,,1.25
,,,1.25
,,,1.28
,,,1.24
,,,1.24
,,,1.25
5.0,,2.624799,1.24
,,,1.27
,,,
,,,1.23
,,,1.2
,,,1.26
,,,1.32
,,,1.31
,,,1.37
,,,1.37
,,,1.42
,,,1.4
,,,1.4
,,,1.39
,,,1.44
,,,1.45
,,,1.44
,,,1.34
,,,1.3
,,,1.3
,,,1.3
,,,1.31
4.9,19304.352,2.502268,
,,,1.31
,,,1.36
,,,1.4
,,,1.42
,,,1.4
,,,
,,,1.42
,,,1.42
,,,1.45
,,,1.48
,,,1.43
,,,1.41
,,,1.41
,,,1.41
,,,1.4
,,,1.44
,,,1.43
,,,1.46
,,,1.55
,,,1.56
,,,1.5
4.7,,2.518564,1.48
,,,1.44
,,,1.44
,,,1.41
,,,1.42
,,,1.45
,,,1.62
,,,1.67
,,,
,,,1.68
,,,1.72
,,,1.75
,,,1.85
,,,1.9
,,,1.87
,,,1.82
,,,1.85
,,,
,,,1.87
,,,1.84
,,,1.82
,,,1.89
4.7,,2.585286,1.97
,,,1.91
,,,1.9
,,,1.9
,,,1.82
,,,1.89
,,,1.93
,,,1.98
,,,1.94
,,,1.99
,,,2.09
,,,2.09
,,,2.02
,,,2.05
,,,2.03
,,,2.04
,,,2.03
,,,
,,,2.06
,,,1.98
,,,2.02
,,,1.94
4.7,19398.343,2.651739,
,,,
,,,1.92
,,,1.93
,,,1.85
,,,1.89
,,,1.88
,,,1.86
,,,1.86
,,,1.84
,,,1.87
,,,
,,,1.78
,,,1.89
,,,1.95
,,,1.98
,,,1.9
,,,1.96
,,,2.03
,,,2.0
,,,1.97
,,,1.98
,,,1.93
4.6,,2.664566,1.97
,,,1.96
,,,1.98
,,,1.89
,,,1.87
,,,1.8
,,,1.86
,,,1.86
,,,1.91
,,,1.93
,,,1.97
,,,1.92
,,,1.89
,,,
,,,1.9
,,,1.9
,,,1.87
,,,1.79
,,,1.86
,,,1.83
4.4,,2.436586,1.83
,,,1.82
,,,1.78
,,,1.75
,,,1.76
,,,1.84
,,,1.87
,,,1.83
,,,1.83
,,,1.82
,,,1.78
,,,1.8
,,,1.77
,,,1.71
,,,1.66
,,,1.63
,,,1.65
,,,1.62
,,,1.6
,,,1.64
,,,1.61
,,,1.64
,,,1.64
4.4,19506.949,2.235672,
,,,1.56
,,,1.57
,,,1.54
,,,1.55
,,,1.56
,,,1.55
,,,1.5
,,,1.47
,,,1.43
,,,
,,,1.43
,,,1.36
,,,1.4
,,,1.45
,,,1.45
,,,1.47
,,,1.53
,,,1.49
,,,1.49
,,,1.49
4.4,,2.139634,1.5
,,,1.47
,,,1.48
,,,1.5
,,,1.46
,,,1.48
,,,1.51
,,,1.51
,,,1.5
,,,1.45
,,,1.44
,,,1.43
,,,1.32
,,,1.3
,,,1.31
,,,1.32
,,,1.37
,,,1.33
,,,1.31
,,,1.31
,,,
,,,1.28
,,,1.23
4.3,,2.122109,1.23
,,,1.17
,,,1.22
,,,1.17
,,,1.18
,,,1.18
,,,1.2
,,,1.23
,,,1.21
,,,1.14
,,,1.14
,,,1.13
,,,1.17
,,,1.15
,,,1.17
,,,1.19
,,,1.18
,,,1.15
,,,1.21
,,,1.2
,,,1.23
,,,1.28
4.3,19660.766,2.131777,
,,,1.29
,,,
,,,1.28
,,,1.33
,,,1.34
,,,1.34
,,,1.32
,,,1.28
,,,1.3
,,,1.29
,,,1.24
,,,1.2
,,,1.16
,,,1.12
,,,1.08
,,,1.09
,,,1.15
,,,1.16
,,,1.21
,,,1.22
,,,1.23
4.4,,2.075047,1.18
,,,1.19
,,,1.16
,,,1.19
,,,1.24
,,,1.23
,,,1.18
,,,1.15
,,,1.16
,,,1.2
,,,1.23
,,,1.21
,,,1.19
,,,1.17
,,,1.18
,,,1.22
,,,1.17
,,,1.17
,,,1.14
,,,1.18
,,,1.1
,,,1.12
,,,1.11
4.3,,2.091354,1.14
,,,
,,,1.04
,,,1.03
,,,1.0
,,,1.02
,,,1.09
,,,1.14
,,,1.16
,,,1.15
,,,1.15
,,,1.18
,,,1.2
,,,1.24
,,,1.23
,,,1.23
,,,1.17
,,,1.18
,,,1.24
,,,1.25
,,,1.27
4.2,19882.352,2.177581,
,,,1.33
,,,1.26
,,,1.25
,,,1.28
,,,1.3
,,,
,,,1.27
,,,1.25
,,,1.24
,,,1.19
,,,1.2
,,,1.21
,,,1.25
,,,1.23
,,,1.28
,,,1.29
,,,1.3
,,,1.32
,,,1.35
,,,1.32
,,,1.25
,,,1.23
4.2,,2.099803,1.19
,,,1.18
,,,1.16
,,,1.13
,,,1.1
,,,1.09
,,,1.09
,,,1.17
,,,1.16
,,,1.12
,,,1.08
,,,1.1
,,,1.06
,,,1.07
,,,1.06
,,,1.03
,,,
,,,1.05
,,,1.05
,,,1.04
,,,1.08
,,,1.15
4.1,,2.117186,1.1
,,,1.08
,,,1.06
,,,1.03
,,,1.08
,,,1.1
,,,1.06
,,,1.06
,,,1.06
,,,1.03
,,,1.04
,,,1.01
,,,1.09
